0,00221; 0,23470
0,00516; 0,25214
0,00596; 0,21503
0,00778; 0,28077
0,01060; 0,35183
0,01332; 0,43053
0,01603; 0,51676
0,01875; 0,60298
0,01936; 0,71583
0,02182; 0,76068
0,02440; 0,92832
0,02698; 1,05685
0,02960; 1,15115
0,03141; 1,19647
0,03322; 1,32509
0,03593; 1,42701
0,03865; 1,53958
0,04137; 1,62958
0,04408; 1,70451
0,04680; 1,79827
0,04952; 1,88073
0,05223; 1,97261
0,05495; 2,07013
0,05767; 2,14883
0,06038; 2,23694
0,06264; 2,35522
0,06265; 2,22630
0,06536; 2,39251
0,06808; 2,47498
0,07080; 2,55556
0,07352; 2,62109
0,07623; 2,70732
0,07895; 2,77849
0,08167; 2,85154
0,08439; 2,93401
0,08710; 3,00706
0,08982; 3,08012
0,09254; 3,14564
0,09516; 3,19356
0,09798; 3,28422
0,10070; 3,34128
0,10342; 3,40022
0,10613; 3,46386
0,10885; 3,54445
0,11157; 3,60244
0,11429; 3,66609
0,11701; 3,72220
0,11973; 3,79338
0,12245; 3,85138
0,12516; 3,91126
0,12807; 3,95756
0,13060; 3,99902
0,13332; 4,05326
0,13604; 4,11314
0,13876; 4,17866
0,14148; 4,22725
0,14420; 4,27772
0,14692; 4,33384
0,14964; 4,39184
0,15236; 4,44607
0,15508; 4,49466
0,15780; 4,53384
0,16063; 4,55059
0,16324; 4,61219
0,16596; 4,66831
0,16868; 4,72631
0,17140; 4,77301
0,17412; 4,81219
0,17684; 4,85702
0,17956; 4,90623
0,18228; 4,95608
0,18500; 4,99902
0,18772; 5,04572
0,19044; 5,05743
0,19316; 5,11843
0,19588; 5,15573
0,19860; 5,18926
0,20132; 5,23973
0,20404; 5,28456
0,20676; 5,32938
0,20948; 5,36480
0,21220; 5,40962
0,21493; 5,45068
0,21774; 5,49146
0,21991; 5,55168
0,22014; 5,48202
0,22309; 5,56633
0,22581; 5,62433
0,22853; 5,65975
0,23125; 5,70081
0,23397; 5,74375
0,23669; 5,79045
0,23941; 5,83904
0,24213; 5,88512
0,24495; 5,92556
0,24757; 5,96975
0,25029; 6,01458
0,25301; 6,06128
0,25573; 6,11363
0,25845; 6,16599
0,26117; 6,21834
0,26389; 6,26505
0,26661; 6,31552
0,26943; 6,34767
0,27205; 6,42022
0,27477; 6,47257
0,27749; 6,51740
0,28021; 6,57163
0,28293; 6,62775
0,28564; 6,69327
0,28836; 6,75692
0,29131; 6,81802
0,29358; 6,85605
0,29652; 6,95350
0,29924; 7,02655
0,30195; 7,09961
0,30467; 7,16513
0,30739; 7,23066
0,31011; 7,32002
0,31293; 7,40225
0,31554; 7,47429
0,31826; 7,56993
0,32097; 7,66556
0,32369; 7,76120
0,32641; 7,85684
0,32912; 7,96942
0,33202; 8,06692
0,33418; 8,14757
0,33681; 8,30532
0,33953; 8,43107
0,34201; 8,55685
0,34427; 8,68484
0,34630; 8,83861
0,34840; 8,95126
0,35214; 9,22825
0,35375; 9,33451
0,35736; 9,56441
0,35917; 9,73657
0,36097; 9,89933
0,36863; 10,59357
0,36976; 10,71011
0,37065; 10,85114
0,37223; 11,03726
0,37465; 11,41411
0,37563; 11,59465
0,37703; 11,76418
0,37846; 11,98274
0,37987; 11,97729
0,38008; 12,17864
0,38120; 12,35728
0,38232; 12,53781
0,38329; 12,71836
0,38424; 12,89214
0,38568; 13,12081
0,38696; 13,34218
0,38769; 13,49695
0,38817; 13,68208
0,38925; 13,88068
0,38928; 13,48546
0,39013; 14,14153
0,39014; 14,02360
0,39125; 14,38856
0,39214; 14,59170
0,39236; 14,71965
0,39325; 14,85128
0,39370; 14,98955
0,39459; 15,12211
0,39502; 15,40436
0,39547; 15,53981
0,39706; 16,00709
0,39746; 16,16626
0,39790; 16,36193
0,39856; 16,52934
0,39937; 16,70012
0,39944; 16,89433
0,40000; 17,03824
0,40044; 17,21603
0,40082; 16,71349
0,40099; 17,41357
0,40151; 17,57535
0,40210; 17,76348
0,40254; 17,89610
0,40320; 18,10586
0,40386; 18,37678
0,40408; 18,54614
0,40429; 18,73054
0,40472; 19,01655
0,40484; 18,88950
0,40525; 19,13166
0,40560; 19,28745
0,40604; 19,48312
0,40605; 19,35514
0,40643; 19,68956
0,40691; 19,94221
0,40721; 20,06262
0,40764; 20,26582
0,40784; 19,68238
0,40813; 20,62861
0,40866; 20,80018
0,40883; 20,96728
0,40908; 21,15582
0,40952; 21,33832
0,40960; 21,50468
0,40995; 21,69961
0,41003; 21,86145
0,41060; 22,02511
0,41082; 22,13235
0,41092; 22,29043
0,41125; 22,49364
0,41206; 22,65539
0,41211; 23,01296
0,41213; 22,82852
0,41240; 23,11831
0,41313; 23,55108
0,41319; 23,70728
0,41325; 23,87100
0,41368; 24,17959
0,41382; 24,36778
0,41385; 24,01772
0,41425; 24,63873
0,41435; 24,46482
0,41467; 25,04518
0,41468; 24,90968
0,41469; 24,77417
0,41533; 25,27884
0,41552; 25,74518
0,41554; 25,46664
0,41564; 25,63224
0,41597; 25,85427
0,41604; 26,03418
0,41648; 26,27126
0,41659; 26,50442
0,41681; 26,64837
0,41703; 26,72738
0,41723; 27,01718
0,41736; 26,86849
0,41740; 27,19031
0,41766; 27,32578
0,41788; 27,43867
0,41789; 27,65321
0,41808; 27,82633
0,41850; 28,13869
0,41851; 28,01071
