0,01631; 0,68439
0,02072; 0,87043
0,02513; 1,04117
0,02955; 1,22415
0,03396; 1,40408
0,03838; 1,58400
0,04279; 1,75474
0,04720; 1,89487
0,05161; 2,06561
0,05565; 2,18927
0,05970; 2,37659
0,06411; 2,54427
0,06852; 2,69359
0,07293; 2,84596
0,07735; 3,00140
0,08176; 3,16397
0,08617; 3,30309
0,09058; 3,44628
0,09499; 3,59253
0,09940; 3,73878
0,10381; 3,88810
0,10822; 4,04251
0,11263; 4,19897
0,11704; 4,35747
0,12145; 4,52515
0,12587; 4,68976
0,13028; 4,85744
0,13469; 5,02512
0,13910; 5,17138
0,14351; 5,33293
0,14793; 5,50673
0,15234; 5,67441
0,15675; 5,85434
0,16117; 6,04344
0,16558; 6,22336
0,17000; 6,39104
0,17441; 6,57096
0,17882; 6,76619
0,18324; 6,97366
0,18766; 7,15358
0,19207; 7,36105
0,19649; 7,55628
0,20090; 7,75150
0,20532; 7,95897
0,20937; 8,14936
0,21342; 8,34954
0,21784; 8,58149
0,22189; 8,79759
0,22594; 9,01491
0,22999; 9,24080
0,23405; 9,50954
0,23811; 9,75012
0,24142; 9,94613
0,24437; 10,13392
0,24733; 10,36763
0,24991; 10,55395
0,25237; 10,74948
0,25509; 10,99271
0,25878; 11,29946
0,26137; 11,53169
0,26396; 11,80066
0,26581; 11,96260
0,26901; 12,37901
0,27212; 12,69319
0,27446; 12,95424
0,27731; 13,31070
0,27916; 13,52162
0,28103; 13,80600
0,28325; 14,06890
0,28548; 14,34404
0,28660; 14,57649
0,28809; 14,79665
0,28995; 15,09021
0,29189; 15,33160
0,29293; 15,49379
0,29344; 15,74471
0,29481; 15,99855
0,29643; 16,25848
0,29817; 16,56430
0,29856; 16,74177
0,30005; 16,98948
0,30155; 17,29228
0,30316; 17,56139
0,30416; 17,76938
0,30529; 18,04009
0,30678; 18,31993
0,30754; 18,55857
0,30892; 18,84281
0,30993; 19,18874
0,31131; 19,54053
0,31244; 19,84339
0,31357; 20,09115
0,31433; 20,32978
0,31545; 20,58978
0,31584; 20,78868
0,31685; 21,04411
0,31810; 21,39439
0,31886; 21,64220
0,31963; 21,99103
0,32052; 22,24800
0,32129; 22,58458
0,32254; 22,92721
0,32344; 23,34029
0,32433; 23,60033
0,32460; 23,88189
0,32565; 24,10578
0,32650; 24,47847
0,32727; 24,81811
0,32803; 25,13020
0,32879; 25,36883
0,32894; 25,63817
0,32959; 25,94722
0,33035; 26,21340
0,33111; 26,47958
0,33150; 26,70908
0,33255; 26,95183
0,33278; 27,30270
0,33355; 27,62091
0,33422; 28,16564
0,33431; 27,90239
